"Τότεναμ","Σαουθάμπτον","Premier League","Αποτέλεσμα","και","Over/Under","5.5",":","Over None","8.75","|","Under None","1.55","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Αποτέλεσμα","και","Over/Under","5.5",":","Over None","45.00","|","Under None","5.10","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Αποτέλεσμα","και","Over/Under","5.5",":","Over None","60.00","|","Under None","6.30","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Αποτέλεσμα","Και","Να","Σκοράρουν","Και","Οι","Δύο","Ομάδες","(6πλής","Επιλογής)",":","1 Και Ναι","2.52","|","1 Και Όχι","2.55","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Αποτέλεσμα","Και","Να","Σκοράρουν","Και","Οι","Δύο","Ομάδες","(6πλής","Επιλογής)",":","Ισοπαλία Και Όχι","17.50","|","Ισοπαλία Και Ναι","5.60","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Αποτέλεσμα","Και","Να","Σκοράρουν","Και","Οι","Δύο","Ομάδες","(6πλής","Επιλογής)",":","2 Και Ναι","9.75","|","2 Και Όχι","12.50","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Να","Σκοράρουν","Και","Οι","Δύο","Ομάδες","και","Over/Under","2.5",":","Ναι και Over 2.5","1.91","|","Όχι και Under 2.5","3.25","|","Όχι και Over 2.5","5.00","|","Ναι και Under 2.5","9.50","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Να","Σκοράρουν","Και","Οι","Δύο","Ομάδες","και","Over/Under","3.5",":","Όχι και Under 3.5","2.55","|","Ναι και Over 3.5","2.60","|","Ναι και Under 3.5","3.95","|","Όχι και Over 3.5","9.50","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Να","Σκοράρουν","Και","Οι","Δύο","Ομάδες","και","Over/Under","4.5",":","Όχι και Under 4.5","2.25","|","Ναι και Under 4.5","2.52","|","Ναι και Over 4.5","4.10","|","Όχι και Over 4.5","16.00","|"
"Τότεναμ","Σαουθάμπτον","Premier League","Να","Σκοράρουν","Και","Οι","Δύο","Ομάδες","και","Over/Under","5.5",":","Ναι και Under 5.5","2.05","|","Όχι και Under 5.5","2.12","|","Ναι και Over 5.5","6.70","|","Όχι και Over 5.5","29.00","|"
